Connecting to host 10.0.2.2, port 5201
[ 14] local 10.0.1.2 port 38580 connected to 10.0.2.2 port 5201
[ 14] 854.00-855.00 sec  1.25 MBytes  10.5 Mbits/sec    0    713 KBytes       
[ 14] 855.00-856.00 sec  1.25 MBytes  10.5 Mbits/sec    0    714 KBytes       
[ 14] 856.00-857.00 sec  1.25 MBytes  10.5 Mbits/sec    0    717 KBytes       
[ 14] 857.00-858.00 sec  1.25 MBytes  10.5 Mbits/sec    0    720 KBytes       
[ 14] 858.00-859.00 sec  1.25 MBytes  10.5 Mbits/sec    0    721 KBytes       
[ 14] 859.00-860.00 sec  1.25 MBytes  10.5 Mbits/sec    0    724 KBytes       
[ 14] 860.00-861.00 sec  1.25 MBytes  10.5 Mbits/sec    0    727 KBytes       
[ 14] 861.00-862.00 sec  1.25 MBytes  10.5 Mbits/sec    0    728 KBytes       
[ 14] 862.00-863.00 sec  1.25 MBytes  10.5 Mbits/sec    0    731 KBytes       
[ 14] 863.00-864.00 sec  1.25 MBytes  10.5 Mbits/sec    0    732 KBytes       
[ 14] 864.00-865.00 sec  1.25 MBytes  10.5 Mbits/sec    0    735 KBytes       
[ 14] 865.00-866.00 sec  0.00 Bytes  0.00 bits/sec    0    738 KBytes       
[ 14] 866.00-867.00 sec  1.25 MBytes  10.5 Mbits/sec    0    740 KBytes       
[ 14] 867.00-868.00 sec  1.25 MBytes  10.5 Mbits/sec    0    742 KBytes       
[ 14] 868.00-869.00 sec  1.25 MBytes  10.5 Mbits/sec    0    744 KBytes       
[ 14] 869.00-870.00 sec  1.25 MBytes  10.5 Mbits/sec    0    747 KBytes       
[ 14] 870.00-871.00 sec  1.25 MBytes  10.5 Mbits/sec    0    748 KBytes       
[ 14] 871.00-872.00 sec  1.25 MBytes  10.5 Mbits/sec    0    751 KBytes       
[ 14] 872.00-873.00 sec  1.25 MBytes  10.5 Mbits/sec    0    754 KBytes       
[ 14] 873.00-874.00 sec  1.25 MBytes  10.5 Mbits/sec    0    755 KBytes       
[ 14] 874.00-875.00 sec  1.25 MBytes  10.5 Mbits/sec    0    758 KBytes       
[ 14] 875.00-876.00 sec  1.25 MBytes  10.5 Mbits/sec    0    759 KBytes       
[ 14] 876.00-877.00 sec  1.25 MBytes  10.5 Mbits/sec    0    762 KBytes       
[ 14] 877.00-878.00 sec  0.00 Bytes  0.00 bits/sec    0    764 KBytes       
[ 14] 878.00-879.00 sec  1.25 MBytes  10.5 Mbits/sec    0    766 KBytes       
[ 14] 879.00-880.00 sec  1.25 MBytes  10.5 Mbits/sec    0    768 KBytes       
[ 14] 880.00-881.00 sec  1.25 MBytes  10.5 Mbits/sec    0    771 KBytes       
[ 14] 881.00-882.00 sec  1.25 MBytes  10.5 Mbits/sec    0    772 KBytes       
[ 14] 882.00-883.00 sec  1.25 MBytes  10.5 Mbits/sec    0    775 KBytes       
[ 14] 883.00-884.00 sec  1.25 MBytes  10.5 Mbits/sec    0    776 KBytes       
[ 14] 884.00-885.00 sec  1.25 MBytes  10.5 Mbits/sec    0    779 KBytes       
[ 14] 885.00-886.00 sec  1.25 MBytes  10.5 Mbits/sec    0    781 KBytes       
[ 14] 886.00-887.00 sec  1.25 MBytes  10.5 Mbits/sec    0    783 KBytes       
[ 14] 887.00-888.00 sec  1.25 MBytes  10.5 Mbits/sec    0    785 KBytes       
[ 14] 888.00-889.00 sec  1.25 MBytes  10.5 Mbits/sec    0    788 KBytes       
[ 14] 889.00-890.00 sec  0.00 Bytes  0.00 bits/sec    0    789 KBytes       
[ 14] 890.00-891.00 sec  1.25 MBytes  10.5 Mbits/sec    0    792 KBytes       
[ 14] 891.00-892.00 sec  1.25 MBytes  10.5 Mbits/sec    0    793 KBytes       
[ 14] 892.00-893.00 sec  1.25 MBytes  10.5 Mbits/sec    0    796 KBytes       
[ 14] 893.00-894.00 sec  1.25 MBytes  10.5 Mbits/sec    0    798 KBytes       
[ 14] 894.00-895.00 sec  1.25 MBytes  10.5 Mbits/sec    0    800 KBytes       
[ 14] 895.00-896.00 sec  1.25 MBytes  10.5 Mbits/sec    0    802 KBytes       
[ 14] 896.00-897.00 sec  1.25 MBytes  10.5 Mbits/sec    0    805 KBytes       
[ 14] 897.00-898.00 sec  1.25 MBytes  10.5 Mbits/sec    0    806 KBytes       
[ 14] 898.00-899.00 sec  1.25 MBytes  10.5 Mbits/sec    0    807 KBytes       
[ 14] 899.00-900.00 sec  1.25 MBytes  10.5 Mbits/sec    0    810 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[ 14]   0.00-900.00 sec   946 MBytes  8.82 Mbits/sec  1656             sender
[ 14]   0.00-900.00 sec   943 MBytes  8.79 Mbits/sec                  receiver

iperf Done.
